EntryNum1,FirstAuthLastName2,Year3,NumCites4,DatePulled5,Dbsource6,FullCite7,ScaleTitle8,CronAlpha9,NumItems10,Intermixed11,FirstValidation12,ItemTexts13,ScalePoints14,Instructions15,Notes16,jif17,Category18,EgoStatements19,,
172,Tanwar,2015,88,6/16/2021,Google Scholar,"Tanwar, K., & Prasad, A. (2017). Employer brand scale development and validation: a second-order factor approach. Personnel Review.",Work-life balance,0.822,3,FALSE,TRUE,"my organisation provides flexible-working hours;  my organisation offers opportunity to work from home; my organisation provides on-site sports facility.
",5,,,2.074,Work,FALSE,,
173,Tanwar,2015,88,6/16/2021,Google Scholar,"Tanwar, K., & Prasad, A. (2017). Employer brand scale development and validation: a second-order factor approach. Personnel Review.",Healthy work atmosphere,0.901,6,FALSE,TRUE,my organisation provides autonomy to its employees to take decisions;  my organisation offers opportunities to enjoy a group atmosphere;  I have friends at work who are ready to share my responsibility at work in my absence; my organisation recognises me when I do good work; my organisation offers a relatively stress-free work environment; my organisation offers opportunity to work in teams. ,5,,,2.074,Work,FALSE,,
174,Tanwar,2015,88,6/16/2021,Google Scholar,"Tanwar, K., & Prasad, A. (2017). Employer brand scale development and validation: a second-order factor approach. Personnel Review.",Compensation and benefits,0.791,4,FALSE,TRUE,"in general, the salary offered by my organisation is high; my organisation provides overtime pay; my organisation provides good health benefits; my organisation provides insurance coverage for employees and dependents. ",5,,,2.074,Work,FALSE,,
175,Perryer,2009,14,6/16/2021,Google Scholar,"Perryer, C. (2009). Construct validation of the customer orientation (organizational climate) scale in a public sector service organization. Public Administration and Management, 14(2), 238.",Employee knowledge,0.97,11,TRUE,FALSE,the knowledge of employees is important ; the training of employees is important ; it is important for employees to be well prepared ; it is important for employees to have up to date equipment to provide service ; consistent customer service performance is important ; dependable customer service performance is important ; the confidentiality of the organization’s service is important ; it is important to tell the customer their personal obligations in respect of the service ; it is important to use language that the customer can understand ; employee honesty is important ; it is important to honor promises to customers,7,,,1.51,Work,FALSE,,
176,Perryer,2009,14,6/16/2021,Google Scholar,"Perryer, C. (2009). Construct validation of the customer orientation (organizational climate) scale in a public sector service organization. Public Administration and Management, 14(2), 238.",Organizational environment,0.93,8,TRUE,FALSE,it is important to have operating hours that are convenient for customers ; the development of customer confidence in the service provided is important ; a reputation for good customer service is important; individual customer attention is important; the appearance of employees is important; a nice atmosphere for service is important ; what the customer needs is important; convenient locations are important,7,,,1.51,Work,FALSE,,
177,Donovan,1998,415,6/16/2021,Google Scholar,"Donovan, M. A., Drasgow, F., & Munson, L. J. (1998). The Perceptions of Fair Interpersonal Treatment scale: Development and validation of a measure of interpersonal treatment in the workplace. Journal of Applied psychology, 83(5), 683.",Supervisprs,0.91,14,FALSE,TRUE,Employees are praised for good work. ; Supervisors yell at employees. ; Supervisors play favorites. ; Employees are trusted. ; Employees' complaints are dealt with effectively. ; Employees are treated like children. ; Employees are treated with respect. ; Employee questions and problems are responded to quickly. ; Employees are lied to. ; Employees' suggestions are ignored.; Supervisors swear at employees.; Employees' hard work is appreciated.; Supervisors threaten to fire or lay off employees.; Employees are treated fairly.,3,,Yes ? No format like JDI,5.818,Work,TRUE,,
178,Donovan,1998,415,6/16/2021,Google Scholar,"Donovan, M. A., Drasgow, F., & Munson, L. J. (1998). The Perceptions of Fair Interpersonal Treatment scale: Development and validation of a measure of interpersonal treatment in the workplace. Journal of Applied psychology, 83(5), 683.",Coworkers,0.76,4,FALSE,TRUE,Coworkers help each other out. ; Coworkers argue with each other. ; Coworkers put each other down. ; Coworkers treat each other with respect.,3,,Yes ? No format like JDI,5.818,Work,TRUE,,
179,Haueter,2003,387,6/16/2021,Google Scholar,"Haueter, J. A., Macan, T. H., & Winter, J. (2003). Measurement of newcomer socialization: Construct validation of a multidimensional scale. Journal of vocational behavior, 63(1), 20-39.",Organization ,0.92,11,FALSE,TRUE,"I know the specific names of the products/services produced/provided by this organization. ; I know the history of this organization (e.g., when and who founded the company, original products/services, how the organization survived tough times). ; I know the structure of the organization (e.g., how the departments fit together). ; I understand the operations of this organization (e.g., who does what, how sites, subsidiaries and/or branches contribute). ; I understand this organization’s objectives and goals. ; I understand how various departments, subsidiaries, and/or sites contribute to this organization’s goals. ; I understand how my job contributes to the larger organization. ; I understand how to act to fit in with what the organization values and believes. ; I know this organization’s overall policies and/or rules (e.g., compensation, dress code, smoking, travel expense limitations). ; I understand the internal politics within this organization (e.g., chain of command, who is influential, what needs to be done to advance or maintain good standing). ; I understand the general management style (e.g., top-down, participative) used in this organization. ; I understand what is meant when members use language (e.g., acronyms, abbreviations, nicknames) particular to this organization.",7,,,4.059,Work,TRUE,,
180,Haueter,2003,387,6/16/2021,Google Scholar,"Haueter, J. A., Macan, T. H., & Winter, J. (2003). Measurement of newcomer socialization: Construct validation of a multidimensional scale. Journal of vocational behavior, 63(1), 20-39.",Group,0.95,12,FALSE,TRUE,"I understand how my particular work group contributes to the organization’s goals. ; I know my work group’s objectives. ; I understand the relationship between my group and other groups. ; I understand the expertise (e.g., skill, knowledge) each member brings to my particular work group. ; I understand how each member’s output contributes to the group’s end product/service. ; I understand what the group’s supervisor expects from the work group. ; I understand the group supervisor’s management style (e.g., hands-on, participative). ; I know my work group role. ; When working as a group, I know how to perform tasks according to the group’s standards. ; I know the policies, rules, and procedures of my work group (e.g., attendance, participation). ; I understand how to behave in a manner consistent with my work group’s values ; and ideals. ; I understand the politics of the group (e.g., who is influential, what needs to be ; done to advance or maintain good standing).",7,,,4.059,Work,TRUE,,
181,Haueter,2003,387,6/16/2021,Google Scholar,"Haueter, J. A., Macan, T. H., & Winter, J. (2003). Measurement of newcomer socialization: Construct validation of a multidimensional scale. Journal of vocational behavior, 63(1), 20-39.",Task,0.94,11,FALSE,TRUE,"I know the responsibilities, tasks and projects for which I was hired. ; I understand how to perform the tasks that make up my job. ; I understand which job tasks and responsibilities have priority. ; I understand how to operate the tools I use in my job (e.g., voice mail, software, ; programs, machinery, broom, thermometer). ; I know how to acquire resources needed to perform my job (e.g., equipment, ; supplies, facilities). ; I know who to ask for support when my job requires it. ; I know who my customers (internal and external) are. ; I know how to meet my customer’s needs. ; I know when to inform my supervisor about my work (e.g., daily, weekly, close to deadlines, when a request is made). ; I know what constitutes acceptable job performance (i.e., what does my supervisor and/or customers expect from me). ; In the course of performing my job, I understand how to complete necessary forms/paperwork (e.g., time sheets, expense reports, order forms, computer access forms).",7,,,4.059,Work,TRUE,,
